Date,Open,High,Low,Close,Adj Close,Volume
1996-02-20,6.333330,6.333330,5.866670,5.996670,0.000085,9823500
1996-02-21,null,null,null,null,null,null
1996-02-22,5.996670,6.221110,6.127780,6.143330,0.000087,3231000
1996-02-23,6.143330,6.155560,5.980000,6.064440,0.000086,3168000
1996-02-26,6.064440,6.222220,6.002220,6.078890,0.000086,4230000
1996-02-27,6.078890,6.144440,6.022220,6.060000,0.000086,4432500
1996-02-28,6.060000,6.218890,6.000000,6.025560,0.000085,3217500
1996-02-29,6.025560,6.000000,5.556670,5.645560,0.000080,8167500
1996-03-01,5.645560,5.800000,5.603330,5.742220,0.000081,6880500
1996-03-04,5.742220,5.833330,5.688890,5.765560,0.000082,6084000
1996-03-05,null,null,null,null,null,null
1996-03-06,5.765560,5.780000,5.644440,5.758890,0.000082,3960000
1996-03-07,5.758890,5.822220,5.656670,5.686670,0.000081,4450500
1996-03-08,5.686670,5.622220,5.511110,5.603330,0.000079,5472000
1996-03-11,5.603330,5.574440,5.401110,5.450000,0.000077,4653000
1996-03-12,5.450000,5.444440,5.267780,5.292220,0.000075,4117500
1996-03-13,5.292220,5.733330,5.313330,5.712220,0.000081,8941500
1996-03-14,5.733330,5.866670,5.623330,5.674440,0.000080,12537000
1996-03-15,5.674440,5.711110,5.588890,5.606670,0.000079,13815000
1996-03-18,5.311110,5.373330,5.166670,5.214440,0.000074,17239500
1996-03-19,5.155560,5.311110,5.004440,5.088890,0.000072,15408000
1996-03-20,null,null,null,null,null,null
1996-03-21,5.133330,5.344440,5.133330,5.232220,0.000074,10872000
1996-03-22,5.232220,5.200000,4.800000,4.935560,0.000070,21861000
1996-03-25,4.777780,4.777780,4.466670,4.602220,0.000065,55692000
1996-03-26,4.516670,4.866670,4.512220,4.751110,0.000067,34699500
1996-03-27,4.711110,4.872220,4.711110,4.817780,0.000068,26779500
1996-03-28,4.934440,5.088890,4.933330,5.070000,0.000072,33025500
1996-03-29,5.088890,5.133330,4.913330,4.975560,0.000071,23152500
1996-04-01,4.974440,5.088890,4.974440,5.044440,0.000071,12132000
1996-04-02,5.044440,5.311110,5.033330,5.221110,0.000074,32967000
1996-04-03,5.221110,5.422220,5.181110,5.218890,0.000074,16245000
1996-04-04,5.156670,5.366670,5.112220,5.352220,0.000076,42660000
1996-04-05,null,null,null,null,null,null
1996-04-08,5.453330,5.637780,5.400000,5.600000,0.000079,49014000
1996-04-09,5.600000,5.833330,5.580000,5.697780,0.000081,48334500
1996-04-10,5.627780,5.727780,5.467780,5.532220,0.000078,42376500
1996-04-11,5.444440,5.534440,5.406670,5.483330,0.000078,33498000
1996-04-12,5.467780,5.538890,5.446670,5.527780,0.000078,18441000
1996-04-15,5.527780,5.633330,5.511110,5.533330,0.000078,22684500
1996-04-16,5.533330,5.753330,5.532220,5.652220,0.000080,34299000
1996-04-17,5.820000,5.964440,5.778890,5.931110,0.000084,33628500
1996-04-18,6.128890,6.222220,6.068890,6.115560,0.000087,37921500
1996-04-19,6.115560,6.197780,6.055560,6.083330,0.000086,26325000
1996-04-22,6.088890,6.106670,5.888890,5.933330,0.000084,35055000
1996-04-23,5.855560,6.076670,5.844440,6.026670,0.000085,34960500
1996-04-24,6.026670,6.288890,6.166670,6.260000,0.000089,23674500
1996-04-25,6.266670,6.266670,5.911110,5.985560,0.000085,23670000
1996-04-26,6.044440,6.200000,5.978890,6.083330,0.000086,20560500
1996-04-29,6.083330,6.144440,5.935560,6.114440,0.000087,17212500
1996-04-30,6.114440,6.122220,6.000000,6.053330,0.000086,13378500
1996-05-01,6.053330,6.177780,6.077780,6.138890,0.000087,5935500
1996-05-02,6.138890,6.153330,6.005560,6.135560,0.000087,19174500
1996-05-03,6.113330,6.211110,6.058890,6.082220,0.000086,24403500
1996-05-06,5.988890,6.000000,5.826670,5.841110,0.000083,20434500
1996-05-07,5.841110,5.911110,5.782220,5.863330,0.000083,9841500
1996-05-08,5.863330,5.994440,5.612220,5.937780,0.000084,28692000
1996-05-09,5.877780,5.952220,5.813330,5.837780,0.000083,14679000
1996-05-10,5.837780,5.908890,5.712220,5.871110,0.000083,20101500
1996-05-13,6.000000,6.211110,5.956670,6.148890,0.000087,31594500
1996-05-14,6.133330,6.533330,6.116670,6.472220,0.000092,66078000
1996-05-15,6.444440,6.466670,6.173330,6.413330,0.000091,50305500
1996-05-16,6.466670,6.576670,6.388890,6.436670,0.000091,33187500
1996-05-17,6.436670,6.436670,6.313330,6.345560,0.000090,21501000
1996-05-20,6.177780,6.211110,6.002220,6.021110,0.000085,18441000
1996-05-21,5.955560,6.054440,5.856670,5.912220,0.000084,35910000
1996-05-22,5.997780,6.111110,5.997780,6.028890,0.000085,20898000
1996-05-23,6.066670,6.098890,5.950000,5.980000,0.000085,20889000
1996-05-24,6.022220,6.108890,6.000000,6.062220,0.000086,21708000
1996-05-27,6.022220,6.041110,5.888890,5.904440,0.000084,22122000
1996-05-28,5.822220,5.951110,5.778890,5.888890,0.000083,26806500
1996-05-29,6.022220,6.233330,6.005560,6.152220,0.000087,19197000
1996-05-30,6.152220,6.216670,6.054440,6.075560,0.000086,16020000
1996-05-31,6.075560,6.111110,6.055560,6.092220,0.000086,6705000
1996-06-03,6.111110,6.310000,6.111110,6.284440,0.000089,19215000
1996-06-04,6.311110,6.365560,6.133330,6.172220,0.000087,16807500
1996-06-05,6.188890,6.198890,6.088890,6.170000,0.000087,11344500
1996-06-06,6.277780,6.411110,6.266670,6.357780,0.000090,29074500
1996-06-07,6.312220,6.544440,6.312220,6.523330,0.000092,73305000
1996-06-10,6.572220,6.572220,6.456670,6.513330,0.000092,34047000
1996-06-11,6.461110,6.750000,6.461110,6.654440,0.000094,60835500
1996-06-12,6.766670,6.908890,6.755560,6.836670,0.000097,59859000
1996-06-13,6.816670,6.983330,6.816670,6.962220,0.000099,95800500
1996-06-14,6.987780,7.294440,6.987780,7.266670,0.000103,179604000
1996-06-17,7.216670,7.266670,6.866670,6.915560,0.000098,179815500
1996-06-18,6.844440,7.000000,6.296670,6.801110,0.000096,246838500
1996-06-19,6.644440,6.666670,6.404440,6.454440,0.000091,159619500
1996-06-20,6.368890,6.761110,6.368890,6.688890,0.000095,157018500
1996-06-21,6.622220,6.922220,6.622220,6.820000,0.000097,279954000
1996-06-24,6.888890,7.200000,6.888890,7.153330,0.000101,326632500
1996-06-25,7.222220,7.333330,7.028890,7.098890,0.000101,424192500
1996-06-26,7.088890,7.122220,6.938890,6.973330,0.000099,202864500
1996-06-27,6.933330,7.066670,6.866670,7.026670,0.000100,227979000
1996-06-28,7.066670,7.105560,6.942220,6.970000,0.000099,131152500
1996-07-01,6.913330,6.944440,6.757780,6.804440,0.000096,181584000
1996-07-02,6.800000,6.861110,6.674440,6.717780,0.000095,190984500
1996-07-03,6.733330,6.733330,6.555560,6.643330,0.000094,213259500
1996-07-04,6.588890,6.732220,6.491110,6.627780,0.000094,204102000
1996-07-05,6.705560,6.877780,6.678890,6.813330,0.000097,301122000
1996-07-08,6.887780,7.222220,6.766670,6.811110,0.000152,129073500
1996-07-09,6.760000,6.808890,6.446670,6.695560,0.000150,126684000
1996-07-10,6.888890,6.911110,6.735560,6.863330,0.000154,190098000
1996-07-11,6.884440,7.066670,6.884440,6.997780,0.000157,267327000
1996-07-12,6.977780,7.055560,6.933330,6.970000,0.000156,194985000
1996-07-15,6.935560,7.000000,6.878890,6.973330,0.000156,162396000
1996-07-16,7.000000,7.020000,6.855560,6.892220,0.000154,131220000
1996-07-17,6.938890,7.022220,6.901110,6.966670,0.000156,144319500
1996-07-18,6.994440,7.122220,6.975560,7.037780,0.000158,183604500
1996-07-19,7.065560,7.100000,6.944440,6.984440,0.000156,85104000
1996-07-22,6.910000,7.108890,6.824440,6.967780,0.000156,110304000
1996-07-23,7.016670,7.055560,6.911110,6.942220,0.000155,127287000
1996-07-24,6.927780,6.966670,6.730000,6.852220,0.000153,208746000
1996-07-25,6.833330,6.910000,6.822220,6.838890,0.000153,81180000
1996-07-26,6.875560,6.878890,6.717780,6.773330,0.000152,144027000
1996-07-29,6.788890,6.827780,6.508890,6.537780,0.000146,254844000
1996-07-30,6.491110,6.491110,6.207780,6.327780,0.000142,371394000
1996-07-31,6.377780,6.788890,6.272220,6.720000,0.000150,507483000
1996-08-01,6.838890,7.016670,6.733330,6.775560,0.000152,509188500
1996-08-02,6.755560,6.855560,6.602220,6.763330,0.000151,444348000
1996-08-05,6.833330,6.933330,6.802220,6.832220,0.000153,304956000
1996-08-06,6.833330,7.000000,6.636670,6.802220,0.000152,377064000
1996-08-07,6.755560,6.812220,6.714440,6.785560,0.000152,91381500
1996-08-08,6.817780,6.817780,6.623330,6.653330,0.000149,93406500
1996-08-09,6.644440,6.731110,6.583330,6.705560,0.000150,126238500
1996-08-12,6.748890,6.840000,6.716670,6.776670,0.000152,141907500
1996-08-13,6.756670,6.911110,6.750000,6.855560,0.000153,129604500
1996-08-14,6.792220,6.805560,6.722220,6.751110,0.000151,75834000
1996-08-15,null,null,null,null,null,null
1996-08-16,6.738890,6.785560,6.631110,6.665560,0.000149,118971000
1996-08-19,6.600000,6.600000,6.278890,6.307780,0.000141,209794500
1996-08-20,6.277780,6.438890,6.272220,6.345560,0.000142,139149000
1996-08-21,6.400000,6.455560,6.361110,6.424440,0.000144,86971500
1996-08-22,6.456670,6.488890,6.305560,6.325560,0.000142,87988500
1996-08-23,6.291110,6.415560,6.272220,6.388890,0.000143,70429500
1996-08-26,6.421110,6.421110,6.242220,6.258890,0.000140,99459000
1996-08-27,6.250000,6.411110,6.162220,6.322220,0.000142,200808000
1996-08-28,6.377780,6.438890,6.311110,6.387780,0.000143,71779500
1996-08-29,6.400000,6.505560,6.373330,6.412220,0.000144,111357000
1996-08-30,6.411110,6.453330,6.374440,6.440000,0.000144,60952500
1996-09-02,6.477780,6.661110,6.450000,6.594440,0.000148,143572500
1996-09-03,6.665560,6.707780,6.511110,6.616670,0.000148,179784000
1996-09-04,6.511110,6.577780,6.473330,6.558890,0.000147,79492500
1996-09-05,6.594440,6.648890,6.555560,6.634440,0.000148,69291000
1996-09-06,6.642220,6.722220,6.582220,6.673330,0.000149,142956000
1996-09-09,6.671110,6.671110,6.567780,6.583330,0.000147,116122500
1996-09-10,6.577780,6.588890,6.500000,6.562220,0.000147,112117500
1996-09-11,6.550000,6.577780,6.366670,6.382220,0.000143,128731500
1996-09-12,6.397780,6.413330,6.312220,6.386670,0.000143,120370500
1996-09-13,6.422220,6.444440,6.334440,6.350000,0.000142,83268000
1996-09-16,6.333330,6.338890,6.206670,6.236670,0.000140,148135500
1996-09-17,6.224440,6.593330,6.222220,6.425560,0.000144,101574000
1996-09-18,6.488890,6.752220,6.372220,6.682220,0.000150,157909500
1996-09-19,6.666670,6.720000,6.478890,6.507780,0.000146,196929000
1996-09-20,6.511110,6.607780,6.490000,6.538890,0.000146,96763500
1996-09-23,6.511110,6.555560,6.478890,6.526670,0.000146,77872500
1996-09-24,6.554440,6.744440,6.553330,6.682220,0.000150,247869000
1996-09-25,6.710000,6.786670,6.626670,6.653330,0.000149,155137500
1996-09-26,6.666670,6.666670,6.544440,6.598890,0.000148,113598000
1996-09-27,6.600000,6.681110,6.523330,6.608890,0.000148,187092000
1996-09-30,6.622220,6.753330,6.600000,6.732220,0.000151,164398500
1996-10-01,6.754440,7.188890,6.712220,6.805560,0.000152,240903000
1996-10-02,null,null,null,null,null,null
1996-10-03,6.800000,6.966670,6.777780,6.937780,0.000155,303381000
1996-10-04,6.955560,7.010000,6.766670,6.855560,0.000153,334696500
1996-10-07,6.834440,6.844440,6.560000,6.736670,0.000151,346864500
1996-10-08,6.712220,7.133330,6.656670,7.036670,0.000157,441364500
1996-10-09,6.911110,6.988890,6.833330,6.903330,0.000155,195336000
1996-10-10,6.907780,7.200000,6.891110,7.170000,0.000160,325944000
1996-10-11,7.220000,7.315560,7.166670,7.211110,0.000161,342256500
1996-10-14,7.173330,7.173330,7.022220,7.090000,0.000159,193725000
1996-10-15,7.064440,7.263330,6.780000,7.077780,0.000158,381001500
1996-10-16,6.917780,7.311110,6.862220,6.905560,0.000155,262372500
1996-10-17,6.878890,6.878890,6.646670,6.767780,0.000151,347332500
1996-10-18,6.788890,6.821110,6.700000,6.726670,0.000151,193662000
1996-10-21,null,null,null,null,null,null
1996-10-22,6.755560,6.933330,6.734440,6.825560,0.000153,220347000
1996-10-23,6.977780,7.153330,6.977780,7.106670,0.000159,156865500
1996-10-24,7.155560,7.176670,6.873330,6.922220,0.000155,152622000
1996-10-25,6.892220,6.997780,6.878890,6.971110,0.000156,83529000
1996-10-28,7.033330,7.133330,7.011110,7.044440,0.000158,128443500
1996-10-29,7.044440,7.311110,7.016670,7.182220,0.000161,214974000
1996-10-30,null,null,null,null,null,null
1996-10-31,6.834440,6.834440,6.466670,6.691110,0.000150,385960500
1996-11-01,6.651110,6.811110,6.613330,6.676670,0.000149,358177500
1996-11-04,6.605560,6.605560,6.411110,6.461110,0.000145,290061000
1996-11-05,6.423330,6.518890,6.008890,6.105560,0.000137,452736000
1996-11-06,5.888890,5.894440,5.678890,5.678890,0.000127,219811500
1996-11-07,5.341110,5.566670,5.290000,5.515560,0.000123,437089500
1996-11-08,5.570000,5.727780,5.545560,5.701110,0.000128,291564000
1996-11-11,5.622220,6.020000,5.556670,5.746670,0.000129,288495000
1996-11-12,null,null,null,null,null,null
1996-11-13,5.753330,6.022220,5.692220,5.976670,0.000134,355684500
1996-11-14,5.965560,6.018890,5.801110,5.835560,0.000131,359842500
1996-11-15,5.833330,5.922220,5.744440,5.892220,0.000132,280755000
1996-11-18,5.911110,6.305560,5.810000,6.293330,0.000141,583254000
1996-11-19,6.300000,6.666670,6.204440,6.352220,0.000142,574497000
1996-11-20,6.270000,6.310000,6.014440,6.038890,0.000135,459504000
1996-11-21,6.067780,6.196670,6.018890,6.105560,0.000137,475204500
1996-11-22,6.087780,6.151110,6.055560,6.091110,0.000136,313681500
1996-11-25,6.072220,6.222220,5.827780,6.087780,0.000136,411858000
1996-11-26,6.222220,6.511110,6.111110,6.358890,0.000142,556713000
1996-11-27,6.114440,6.131110,5.958890,6.057780,0.000136,239976000
1996-11-28,6.071110,6.157780,6.066670,6.106670,0.000137,165361500
1996-11-29,6.111110,6.187780,6.100000,6.112220,0.000137,115047000
1996-12-02,6.122220,6.288890,6.111110,6.185560,0.000138,166797000
1996-12-03,6.177780,6.226670,5.911110,6.035560,0.000135,264496500
1996-12-04,5.830000,5.866670,5.657780,5.835560,0.000131,214218000
1996-12-05,5.801110,6.000000,5.756670,5.956670,0.000133,217219500
1996-12-06,6.000000,6.120000,5.798890,6.054440,0.000136,236835000
1996-12-09,6.100000,6.197780,6.063330,6.121110,0.000137,201159000
1996-12-10,6.108890,6.444440,6.000000,6.085560,0.000136,255582000
1996-12-11,6.131110,6.375560,6.045560,6.343330,0.000142,231367500
1996-12-12,6.374440,6.416670,6.253330,6.274440,0.000140,249822000
1996-12-13,6.254440,6.254440,6.138890,6.208890,0.000139,274554000
1996-12-16,6.193330,6.333330,6.181110,6.313330,0.000141,219213000
1996-12-17,6.321110,6.443330,6.100000,6.285560,0.000141,228690000
1996-12-18,6.177780,6.390000,6.177780,6.325560,0.000142,238410000
1996-12-19,6.314440,6.361110,6.262220,6.336670,0.000142,120307500
1996-12-20,6.375560,6.613330,6.365560,6.577780,0.000147,323748000
1996-12-23,6.622220,6.766670,6.585560,6.737780,0.000151,314752500
1996-12-24,6.761110,7.200000,6.712220,6.893330,0.000154,346612500
1996-12-25,null,null,null,null,null,null
1996-12-26,6.955560,7.376670,6.954440,7.373330,0.000165,266548500
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,7.577780,7.662220,7.288890,7.402220,0.000166,420943500
1997-01-01,7.488890,7.722220,7.488890,7.654440,0.000171,199728000
1997-01-02,7.677780,7.700000,7.502220,7.538890,0.000169,228190500
1997-01-03,7.511110,7.554440,7.415560,7.514440,0.000168,189981000
1997-01-06,7.466670,7.511110,7.186670,7.235560,0.000162,230337000
1997-01-07,7.200000,7.274440,6.977780,7.127780,0.000160,270684000
1997-01-08,7.288890,7.436670,7.134440,7.182220,0.000161,251383500
1997-01-09,7.155560,7.308890,7.134440,7.258890,0.000162,252481500
1997-01-10,7.378890,7.754440,7.362220,7.685560,0.000172,623070000
1997-01-13,7.744440,8.083330,7.633330,7.986670,0.000179,517153500
1997-01-14,8.111110,8.546670,8.111110,8.510000,0.000190,658503000
1997-01-15,8.644440,9.106670,8.644440,9.106670,0.000204,310860000
1997-01-16,9.355560,9.744440,8.470000,8.688890,0.000194,582808500
1997-01-17,8.333330,8.976670,8.222220,8.781110,0.000197,653031000
1997-01-20,8.977780,9.126670,8.716670,8.805560,0.000197,618597000
1997-01-21,8.733330,9.016670,8.491110,8.655560,0.000194,526873500
1997-01-22,8.955560,9.173330,8.888890,8.994440,0.000201,430974000
1997-01-23,null,null,null,null,null,null
1997-01-24,8.931110,8.997780,8.577780,8.682220,0.000194,462991500
1997-01-27,8.688890,9.000000,8.606670,8.835560,0.000198,498951000
1997-01-28,8.954440,8.988890,8.733330,8.867780,0.000198,354667500
1997-01-29,9.333330,9.488890,8.990000,9.160000,0.000205,472545000
1997-01-30,9.077780,9.133330,8.823330,8.954440,0.000200,349051500
1997-01-31,8.800000,8.844440,8.557780,8.624440,0.000193,362205000
1997-02-03,8.422220,8.573330,8.288890,8.342220,0.000187,306904500
1997-02-04,8.354440,8.593330,8.333330,8.514440,0.000191,281259000
1997-02-05,8.698890,8.776670,8.457780,8.502220,0.000190,246564000
1997-02-06,8.477780,8.587780,8.300000,8.496670,0.000190,363424500
1997-02-07,8.511110,8.910000,8.411110,8.852220,0.000198,445225500
1997-02-10,8.953330,9.087780,8.724440,8.923330,0.000200,554422500
1997-02-11,8.882220,9.110000,8.834440,9.032220,0.000202,355293000
1997-02-12,9.000000,9.477780,8.977780,9.355560,0.000209,660496500
1997-02-13,9.277780,9.422220,9.267780,9.360000,0.000209,365836500
1997-02-14,9.356670,9.442220,9.332220,9.380000,0.000210,294583500
1997-02-17,9.555560,9.598890,9.306670,9.386670,0.000210,398740500
1997-02-18,9.411110,9.411110,9.044440,9.100000,0.000204,518652000
1997-02-19,9.177780,9.330000,9.097780,9.307780,0.000208,465813000
1997-02-20,9.244440,9.322220,9.184440,9.252220,0.000207,275224500
1997-02-21,9.200000,9.233330,9.090000,9.138890,0.000205,269014500
1997-02-24,9.088890,9.108890,8.694440,8.773330,0.000196,436711500
1997-02-25,8.748890,8.900000,8.488890,8.623330,0.000193,397480500
1997-02-26,8.577780,8.662220,8.385560,8.598890,0.000192,438646500
1997-02-27,8.688890,8.800000,8.578890,8.768890,0.000196,331038000
1997-02-28,9.511110,9.671110,9.248890,9.472220,0.000212,144148500
1997-03-03,9.824440,9.933330,9.605560,9.647780,0.000216,337882500
1997-03-04,9.647780,10.215600,9.557780,10.070000,0.000225,569682000
1997-03-05,10.400000,10.511100,9.923330,10.108900,0.000226,517167000
1997-03-06,9.977780,10.087800,9.891110,10.003300,0.000224,329967000
1997-03-07,null,null,null,null,null,null
1997-03-10,9.831110,9.866670,9.511110,9.563330,0.000214,357646500
1997-03-11,9.488890,9.746670,9.155560,9.330000,0.000209,440041500
1997-03-12,9.601110,9.773330,9.502220,9.670000,0.000216,451084500
1997-03-13,9.723330,9.723330,9.413330,9.445560,0.000211,306225000
1997-03-14,9.377780,9.666670,9.322220,9.594440,0.000215,424129500
1997-03-17,9.600000,9.643330,9.490000,9.528890,0.000213,276655500
1997-03-18,9.500000,9.614440,9.294440,9.376670,0.000210,310761000
1997-03-19,9.555560,9.577780,9.066670,9.148890,0.000205,285975000
1997-03-20,9.094440,9.282220,9.008890,9.173330,0.000205,412114500
1997-03-21,9.244440,9.487780,9.228890,9.421110,0.000211,430803000
1997-03-24,null,null,null,null,null,null
1997-03-25,9.506670,9.528890,9.280000,9.337780,0.000209,299259000
1997-03-26,9.418890,9.442220,9.141110,9.180000,0.000205,263079000
1997-03-27,9.133330,9.264440,9.077780,9.235560,0.000207,240205500
1997-03-28,null,null,null,null,null,null
1997-03-31,8.590000,8.590000,8.312220,8.312220,0.000186,2344500
1997-04-01,7.488890,8.222220,7.481110,8.117780,0.000182,341541000
1997-04-02,8.294440,8.400000,8.170000,8.318890,0.000186,233689500
1997-04-03,8.350000,8.472220,8.278890,8.438890,0.000189,239539500
1997-04-04,8.333330,8.361110,8.282220,8.328890,0.000186,144292500
1997-04-07,8.244440,8.275560,7.888890,8.036670,0.000180,201717000
1997-04-08,null,null,null,null,null,null
1997-04-09,8.335560,8.600000,8.335560,8.597780,0.000192,262431000
1997-04-10,8.531110,8.596670,8.178890,8.458890,0.000189,604341000
1997-04-11,8.325560,8.777780,8.266670,8.742220,0.000196,611014500
1997-04-14,null,null,null,null,null,null
1997-04-15,8.888890,9.222220,8.888890,9.157780,0.000205,538470000
1997-04-16,null,null,null,null,null,null
1997-04-17,9.195560,9.266670,9.088890,9.242220,0.000207,291825000
1997-04-18,null,null,null,null,null,null
1997-04-21,9.355560,9.494440,9.277780,9.418890,0.000211,293818500
1997-04-22,9.456670,9.471110,9.133330,9.217780,0.000206,290317500
1997-04-23,9.244440,9.355560,9.235560,9.270000,0.000207,126499500
1997-04-24,9.222220,9.325560,9.101110,9.135560,0.000204,193167000
1997-04-25,9.111110,9.287780,9.088890,9.250000,0.000207,261198000
1997-04-28,9.205560,9.254440,9.157780,9.175560,0.000205,175171500
1997-04-29,9.144440,9.236670,9.022220,9.066670,0.000203,268690500
1997-04-30,9.377780,9.422220,9.240000,9.255560,0.000207,187362000
1997-05-01,null,null,null,null,null,null
1997-05-02,9.155560,9.220000,9.077780,9.103330,0.000204,169294500
1997-05-05,8.997780,9.072220,8.867780,8.908890,0.000199,260712000
1997-05-06,8.916670,9.143330,8.896670,9.084440,0.000203,305685000
1997-05-07,9.155560,9.166670,9.053330,9.071110,0.000203,204444000
1997-05-08,9.077780,9.115560,9.028890,9.092220,0.000204,122404500
1997-05-09,9.094440,9.111110,8.993330,9.036670,0.000202,206901000
1997-05-12,9.022220,9.053330,8.856670,8.881110,0.000199,177570000
1997-05-13,8.888890,8.988890,8.783330,8.875560,0.000199,248422500
1997-05-14,8.888890,9.112220,8.777780,9.037780,0.000202,292558500
1997-05-15,9.066670,9.510000,9.023330,9.420000,0.000211,645385500
1997-05-16,9.416670,9.777780,9.400000,9.746670,0.000218,631872000
1997-05-19,9.978890,10.133300,9.833330,9.991110,0.000224,638262000
1997-05-20,10.040000,10.108900,9.711110,9.932220,0.000222,580360500
1997-05-21,9.575560,9.575560,9.257780,9.304440,0.000208,482571000
1997-05-22,9.357780,9.474440,9.308890,9.393330,0.000210,407785500
1997-05-23,9.400000,9.511110,9.336670,9.430000,0.000211,324022500
1997-05-26,9.422220,9.532220,9.411110,9.484440,0.000212,210564000
1997-05-27,9.523330,9.777780,9.488890,9.598890,0.000215,382392000
1997-05-28,9.644440,9.644440,9.456670,9.478890,0.000212,208881000
1997-05-29,9.453330,9.583330,9.445560,9.562220,0.000214,193135500
1997-05-30,9.587780,9.905560,9.540000,9.870000,0.000221,398686500
1997-06-02,9.931110,10.561100,9.931110,10.526700,0.000236,562473000
1997-06-03,10.741100,11.110000,10.661100,10.745600,0.000241,643725000
1997-06-04,10.672200,10.775600,10.513300,10.621100,0.000238,377059500
1997-06-05,10.666700,10.832200,10.624400,10.757800,0.000241,303691500
1997-06-06,10.811100,10.911100,10.688900,10.734400,0.000240,315967500
1997-06-09,10.822200,10.883300,10.733300,10.786700,0.000241,269311500
1997-06-10,10.804400,10.886700,10.744400,10.813300,0.000242,250173000
1997-06-11,10.831100,11.166700,10.778900,11.025600,0.000247,403218000
1997-06-12,11.022200,11.543300,10.982200,11.433300,0.000256,458815500
1997-06-13,11.615600,12.066700,11.615600,11.870000,0.000266,619974000
1997-06-16,11.577800,11.597800,11.040000,11.040000,0.000247,403645500
1997-06-17,10.654400,11.086700,10.267800,10.875600,0.000243,576063000
1997-06-18,11.340000,11.466700,10.985600,11.154400,0.000250,385906500
1997-06-19,11.055600,11.355600,11.004400,11.281100,0.000252,286357500
1997-06-20,11.333300,11.553300,11.150000,11.221100,0.000251,271926000
1997-06-23,11.200000,11.222200,10.935600,11.032200,0.000247,253647000
1997-06-24,11.055600,11.222200,10.288900,11.042200,0.000247,256018500
1997-06-25,11.111100,11.193300,10.890000,10.952200,0.000245,185202000
1997-06-26,11.022200,11.644400,10.980000,11.377800,0.000255,529420500
1997-06-27,11.466700,11.814400,11.446700,11.752200,0.000263,458518500
1997-06-30,11.775600,12.311100,11.664400,12.233300,0.000274,525321000
1997-07-01,12.535600,12.575600,11.933300,12.097800,0.000271,474372000
1997-07-02,12.733300,12.733300,12.490000,12.527800,0.000280,233527500
1997-07-03,12.444400,12.605600,12.400000,12.504400,0.000280,228654000
1997-07-04,12.521100,12.566700,12.401100,12.435600,0.000278,178159500
1997-07-07,12.411100,12.570000,12.294400,12.320000,0.000276,246064500
1997-07-08,12.277800,12.375600,12.192200,12.331100,0.000276,236020500
